UPM,NVIVI,NHOGA,RONDA,LINEA,P02,P03,P04,P06,ED01,ED02,ED03,AÑOESTU,ED05,ED06,ED07,A01,A01A,A02,A03,A04,A05,A06,A08,A09,A10,A11,A12,RECA13,RECA14,A15,A16,A18,RECB01,RECB02,B04,B05,B06,B07A,B07M,B08,B10,B11,B12,B13,B14A,B14B,B15,B22,B23,RECC01,RECC02,C05,C07,C09A,C09B,C09C,C10,C11,D01,D02,D03,D04,E01A,E01B,E01C,E01D,E01E,E01F,E01G,E01GC,E01H,E01I,E01J,E01K,E01T,PEAA,PEAD,HORABH,TIPOHOGA,INGBC,EDAD_QUIN,FEX,trimestre,year
4,10,1,1,1,1,1,1,5,2,1,1,12,20, ,1,1, ,1, , , , , , , , , , , , , , ,4,2,1, , ,2,0,5,6,2,1408864,6, , ,6,3,6, , , , , , , , , ,1,1,1,1,1408864,0,0,0,0,0,0, ,0,0,0,0,1408864,1,1,60,1,1408864,6,521,1,2010
4,12,1,1,1,1,1,1,5,2,1,1,14,20, ,17,1, ,1, , , , , , , , , , , , , , ,5,8,1, , ,3,2,7,1,1,1600000,1,600000,0,1,1,6, , , , , , , , , ,6, , ,6,3100000,0,0,0,0,0,0, ,0,0,0,0,3100000,1,1,63,1,3100000,6,521,1,2010
4,20,1,1,1,1,1,6,5,3,1,1,12,20, ,16,1, ,1, , , , , , , , , , , , , , ,3,8,1, , ,7,0,8,6,2,1408864,6, , ,1,3,6, , , , , , , , , ,2,1,6,6,1908864,0,0,0,0,0,0, ,0,0,0,0,1908864,1,1,40,1,1908864,5,591,1,2010
4,21,1,1,1,1,1,1,5,2,1,1,12,20, ,17,6,2,1, , , , , , , , , , , , , , ,3,7,1, , ,7,0,10,1,2,2000000,1,999999999,999999999,6,2,6, , , , , , , , , ,6, , ,1,9999999999,0,0,0,0,0,0, ,0,0,0,0,9999999999,1,1,49,4,9999999999,6,521,1,2010
4,21,1,1,2,9,1,1,5,2,1,1,12,20, ,17,1, ,1, , , , , , , , , , , , , , ,3,8,1, , ,0,6,1,6,4, , , , , , ,6, , , , , , , , , ,2,1,1,1,800000,0,0,0,0,0,0, ,0,0,0,0,800000,1,1,35,4,800000,5,560,1,2010
4,21,1,1,3,9,1,6,5,2,1,1,14,17,2, ,1, ,1, , , , , , , , , , , , , , ,4,8,1, , ,0,2,2,6,2,500000,6, , ,1,3,6, , , , , , , , , ,2,1,6,6,800000,0,0,0,0,0,0, ,0,0,0,0,800000,1,5,40,4,800000,5,591,1,2010
4,29,1,1,1,1,1,6,4,3,1,1,9, , , ,1, ,6,6,6,6, , ,17,6,3,1,5,8,6,9,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,5160000,5160000,3,3, ,4, ,13,450,1,2010
4,29,1,1,2,3,1,6,5,3,1,1,12,20, ,1,6,1,1, , , , , , , , , , , , , , ,9,7,1, , ,6,0,10,1,2,9999999999,1,999999999,0,6,3,6, , , , , , , , , ,2,6,6,6,9999999999,0,0,0,0,0,0, ,0,0,0,0,9999999999,1,1,20,4,9999999999,6,594,1,2010
4,29,1,1,3,5,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,866,1,2010
4,29,1,1,4,5,1,1,5,3,1,1,11,4,1, ,6,1,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,700000,0, ,0,0,0,0,700000,3,3, ,4, ,4,589,1,2010
4,32,1,1,1,1,1,1,1,3,1,1,18, , , ,6,2,6,1, , , , , , , , , , , , , ,2,8,3,8,30,40,0,5,1,2,9999999999,6, , ,6,1,6, , , , , , , , , ,6, , ,6,9999999999,0,0,0,0,0,0, ,0,0,0,0,9999999999,1,1,30,2,9999999999,13,634,1,2010
4,32,1,1,2,2,1,6,1,3,1,1,18, , , ,1, ,1, , , , , , , , , , , , , , ,2,7,1, , ,36,0,1,6,4, , , , , , ,1,2,8, ,1,600000,0,0,1,0,6, , ,6,6000000,600000,0,0,0,0,0, ,0,0,0,9999999999,9999999999,1,1,28,2,6600000,13,450,1,2010
4,79,1,1,1,1,1,6,3,3,1,1,15,20, ,1,1, ,6,6,1, ,4,1, ,1, ,1,1,7,2,8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,3000000,0, ,0,0,4000000,0,7000000,2,2, ,4, ,7,735,1,2010
4,79,1,1,2,3,1,1,5,3,1,1,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,659,1,2010
4,79,1,1,3,3,1,6,5,3,6,1,0,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,687,1,2010
4,79,1,1,4,7,1,6,3,3,1,1,12, , , ,6,1,6,6,6,6, , ,14,6,8,1,8,2,2,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,1500000,0,0,0,1500000,3,3, ,4, ,13,450,1,2010
4,117,1,1,1,1,1,1,5,3,1,1,17, , , ,1, ,6,6,6,6, , ,14,6,8,1,1,3,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,9999999999,0,0,0,0,3,3, ,1, ,13,557,1,2010
5,15,1,1,1,1,1,1,1,3,1,1,12,20, ,1,1, ,1, , , , , , , , , , , , , , ,3,5,1, , ,7,0,6,1,2,2443500,6, , ,6,2,6, , , , , , , , , ,6, , ,6,2443500,0,0,0,0,0,0, ,0,0,0,0,2443500,1,1,44,2,2443500,7,708,1,2010
5,15,1,1,2,2,1,6,1,3,1,1,12,20, ,1,1, ,6,6,1, ,3,1, ,1, ,1,5,5,2,4,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,2, ,7,708,1,2010
5,15,1,1,3,3,1,1,5,3,1,1,6,2,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,532,1,2010
5,24,1,1,1,1,1,6,4,2,1,1,4, , , ,1, ,6,6,6,6, , ,11,6,5,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,200000,0, ,0,600000,0,0,800000,3,3, ,4, ,13,461,1,2010
5,24,1,1,2,5,1,1,5,3,1,1,12,20, ,2,1, ,6,6,1, ,4,1, ,1, ,1,7,5,2,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,4, ,6,502,1,2010
5,29,1,1,1,1,1,1,1,2,1,1,12,20, ,2,6,2,1, , , , , , , , , , , , , , ,8,5,1, , ,1,8,3,6,2,1300000,1,250000,0,6,2,6, , , , , , , , , ,2,1,1,1,1650000,0,0,0,0,0,0, ,0,0,0,0,1650000,1,1,62,2,1650000,7,708,1,2010
5,29,1,1,2,2,1,6,1,2,1,1,6,20, ,2,1, ,6,6,6,6, , ,16,6,10,1,7,2,2,3,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,7,708,1,2010
5,29,1,1,3,3,1,6,5,2,1,1,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,662,1,2010
5,29,1,1,4,3,1,1,5,3,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2,635,1,2010
5,34,1,1,1,1,1,1,1,3,1,1,9,20, ,17,6,2,1, , , , , , , , , , , , , , ,4,8,1, , ,0,2,7,6,1,900000,6, , ,6,2,6, , , , , , , , , ,1,1,1,1,900000,0,0,0,0,0,0, ,0,0,0,0,900000,1,1,30,2,900000,8,778,1,2010
5,34,1,1,2,2,1,6,1,2,1,1,12,20, ,2,1, ,1, , , , , , , , , , , , , , ,9,5,1, , ,2,0,6,6,2,300000,6, , ,6,3,1,9,8, ,6, , , , ,0,2,10,6,6,300000,240000,0,0,0,0,0, ,0,0,0,0,540000,1,1,42,2,540000,9,793,1,2010
5,34,1,1,3,3,1,6,5,3,1,1,6,2,1, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,3,580,1,2010
5,44,1,1,1,1,1,6,4,2,1,1,6, , , ,6,2,6,6,6,6, , ,12,6,6,1,5,5,4,2,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,9999999999,0, ,0,0,0,0,0,3,3, ,3, ,13,461,1,2010
5,44,1,1,2,3,1,1,5,2,1,1,8, , , ,1, ,1, , , , , , , , , , , , , , ,5,5,1, , ,5,0,1,6,4, , , , , , ,6, , , , , , , , , ,6, , ,6,400000,0,0,0,0,0,0, ,0,0,0,0,400000,1,1,69,3,400000,13,447,1,2010
5,54,1,1,1,1,1,6,4,2,1,1,6, , , ,1, ,6,6,6,6, , ,6,1, ,1,5,8,1,8,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,250000,0, ,0,0,0,0,250000,3,3, ,4, ,13,544,1,2010
5,54,1,1,2,3,1,1,2,2,1,1,12,20, ,17,6,1,1, , , , , , , , , , , , , , ,10,8,1, , ,15,0,8,1,1,1050000,6, , ,1,1,6, , , , , , , , , ,6, , ,6,1350000,0,0,0,0,0,0, ,0,0,0,0,1350000,1,1,60,4,1350000,8,778,1,2010
5,54,1,1,3,3,1,1,1,2,1,1,12,20, ,1,6,1,6,1, , , , , , , , , , , , , ,1,8,3,8,40,10,0,7,1,1,2070000,1,126000,0,6,1,6, , , , , , , , , ,6, , ,6,2196000,0,0,0,0,0,0, ,0,0,0,0,2196000,1,1,40,4,2196000,9,643,1,2010
5,54,1,1,4,6,1,6,1,2,1,1,12,20, ,1,6,1,6,6,6,6, , ,6,1, ,1,4,8,2,2,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,8,717,1,2010
5,54,1,1,5,5,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,760,1,2010
5,54,1,1,6,5,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,760,1,2010
5,54,1,1,7,5,1,1,5,2,1,1,12,20, ,19,6,1,1, , , , , , , , , , , , , , ,3,8,1, , ,15,0,5,6,2,200000,6, , ,6,3,6, , , , , , , , , ,6, , ,6,200000,0,0,0,0,0,0, ,0,0,0,0,200000,1,1,21,4,200000,5,539,1,2010
5,57,1,1,1,1,1,6,5,1,1,1,1, , , ,1, ,1, , , , , , , , , , , , , , ,7,5,1, , ,27,0,1,6,4, , , , , , ,1,9,5, ,6, , , , ,1,1,1,6,6,50000,70000,200000,0,0,0,0, ,0,0,0,0,320000,1,1,5,3,120000,12,526,1,2010
5,57,1,1,2,3,1,1,5,1,1,1,12,20, ,1,6,1,1, , , , , , , , , , , , , , ,3,8,1, , ,0,0,2,6,2,0,6, , ,6,4,6, , , , , , , , , ,6, , ,6,0,0,0,0,0,0,0, ,0,0,0,200000,200000,1,5,50,3,0,6,502,1,2010
5,57,1,1,3,3,1,6,5,2,1,1,14,17,1, ,6,1,1, , , , , , , , , , , , , , ,4,7,1, , ,2,2,2,6,2,800000,1,600000,0,6,3,6, , , , , , , , , ,6, , ,1,1400000,0,0,0,0,0,0, ,0,0,0,0,1400000,1,4,20,3,1400000,5,569,1,2010
5,71,1,1,1,1,1,6,5,2,1,1,18, , , ,1, ,1, , , , , , , , , , , , , , ,2,7,1, , ,20,0,1,6,4, , , , , , ,6, , , , , , , , , ,6, , ,6,400000,0,0,0,0,0,0, ,0,0,0,0,400000,1,1,30,1,400000,13,434,1,2010
5,72,1,1,1,1,1,6,1,2,1,1,4, , , ,1, ,6,6,6,6, , ,14,6,3,1,9,2,1,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,1500000,0,0,0,1500000,3,3, ,4, ,13,566,1,2010
5,72,1,1,2,2,1,1,1,2,6,1,2, , , ,6,1,6,6,6,6, , ,12,6,6,1,9,2,1,8,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,304,1,2010
5,72,1,1,3,3,1,1,5,2,6,6,0, , ,11,6,1,1, , , , , , , , , , , , , , ,9,8,1, , ,5,0,1,6,4, , , , , , ,6, , , , , , , , , ,6, , ,1,50000,0,0,0,0,0,0, ,0,0,0,0,50000,1,4,4,4,50000,10,568,1,2010
5,72,1,1,4,3,1,1,5,2,1,1,12,20, ,2,6,1,1, , , , , , , , , , , , , , ,9,2,1, , ,10,0,8,1,2,9999999999,6, , ,6,1,6, , , , , , , , , ,6, , ,6,9999999999,0,0,0,0,0,0, ,0,0,0,0,9999999999,1,1,66,4,9999999999,8,778,1,2010
5,72,1,1,5,3,1,6,5,2,1,1,10,20, ,1,6,1,1, , , , , , , , , , , , , , ,4,2,2, ,30,15,0,8,1,1,1344000,1,999999999,999999999,6,1,6, , , , , , , , , ,6, , ,6,9999999999,0,0,0,0,0,0, ,0,0,0,0,9999999999,1,1,30,4,9999999999,10,557,1,2010
5,72,1,1,6,5,1,6,5,3,1,1,13,17,2, ,6,7,1, , , , , , , , , , , , , , ,4,2,1, , ,0,0,8,6,1,0,6, , ,6,2,6, , , , , , , , , ,6, , ,6,0,0,0,0,0,0,0, ,0,0,0,0,0,1,5,40,4,0,4,535,1,2010
5,72,1,1,7,5,1,1,5,3,1,1,9,3,1, ,1, ,6,6,6,6, , ,7,1, ,1,9,2,2,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,4,568,1,2010
5,72,1,1,8,5,1,6,5,3,1,1,6,2,1, ,6,7,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,580,1,2010
5,72,1,1,9,5,1,1,5,3,1,1,3,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,635,1,2010
5,72,1,1,10,5,1,6,5,3,1,1,10,3,1, ,1, ,6,6,1, ,3,1, ,1, ,1,5,8,2,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,4, ,4,535,1,2010
5,72,1,1,11,5,1,6,5,3,1,1,8,2,1, ,6,10,6,6,6,6, , ,7,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,580,1,2010
5,72,1,1,12,5,1,6,5,3,1,1,6,2,1, ,6,10,6,6,6,6, , ,7,1, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,580,1,2010
5,72,1,1,13,5,1,1,5,3,1,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,635,1,2010
5,72,1,1,14,5,1,1,5,3,1,1,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,635,1,2010
5,72,1,1,15,5,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,760,1,2010
5,72,1,1,16,5,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,835,1,2010
5,76,1,1,1,1,1,1,1,2,1,1,17, , , ,1, ,1, , , , , , , , , , , , , , ,2,8,1, , ,12,0,5,1,1,1800000,6, , ,6,1,1,2,8, ,6,0,0,0,2,0,6, , ,6,1800000,0,0,0,0,0,0, ,0,0,0,0,1800000,1,1,60,4,1800000,11,480,1,2010
5,76,1,1,2,2,1,6,1,2,1,1,17,20, ,2,1, ,1, , , , , , , , , , , , , , ,2,8,1, , ,26,0,6,1,1,1300000,6, , ,6,1,6, , , , , , , , , ,6, , ,6,1300000,0,0,0,0,0,0, ,0,0,0,0,1300000,1,1,55,4,1300000,11,489,1,2010
5,76,1,1,3,3,1,6,2,3,1,1,17,20, ,5,1, ,1, , , , , , , , , , , , , , ,4,8,1, , ,1,0,3,6,2,1500000,6, , ,6,3,6, , , , , , , , , ,6, , ,6,1500000,0,0,0,0,0,0, ,0,0,0,0,1500000,1,1,48,4,1500000,5,569,1,2010
5,76,1,1,4,6,1,1,2,3,1,1,14,17,1, ,6,3,1, , , , , , , , , , , , , , ,7,5,1, , ,14,0,2,6,3, , , , , , ,6, , , , , , , , , ,6, , ,6,2000000,0,0,0,0,0,0, ,0,0,0,0,2000000,1,1,79,4,2000000,6,502,1,2010
5,76,1,1,5,5,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,835,1,2010
5,76,1,1,6,9,1,6,5,3,1,1,6,2,1, ,6,3,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,580,1,2010
5,78,1,1,1,1,1,6,1,3,1,1,12,20, ,15,6,2,1, , , , , , , , , , , , , , ,4,8,1, , ,12,0,10,1,2,1275022,6, , ,6,1,6, , , , , , , , , ,6, , ,6,1275022,0,0,0,0,0,0, ,0,0,0,0,1275022,1,1,50,4,1275022,10,557,1,2010
5,78,1,1,2,2,1,1,1,3,1,1,14, , , ,1, ,6,6,6,6, , ,16,6,10,1,5,7,4,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,12,580,1,2010
5,78,1,1,3,3,1,1,5,3,1,1,15,17,1, ,6,2,1, , , , , , , , , , , , , , ,3,2,1, , ,4,0,7,1,2,1275022,6, , ,1,1,6, , , , , , , , , ,6, , ,6,2075022,0,0,0,0,0,0, ,0,0,0,0,2075022,1,1,49,4,2075022,5,539,1,2010
5,78,1,1,4,3,1,1,5,3,1,1,12,20, ,16,6,2,1, , , , , , , , , , , , , , ,4,8,1, , ,3,0,8,1,1,1200000,6, , ,6,1,6, , , , , , , , , ,6, , ,1,1200000,0,0,0,0,0,0, ,0,0,0,0,1200000,1,1,30,4,1200000,5,539,1,2010
5,78,1,1,5,3,1,1,5,3,1,1,12,20, ,1,6,2,1, , , , , , , , , , , , , , ,5,2,1, , ,0,1,2,6,2,1200000,6, , ,6,3,6, , , , , , , , , ,6, , ,6,1200000,0,0,0,0,0,0, ,0,0,0,0,1200000,1,5,56,4,1200000,4,568,1,2010
5,78,1,1,6,7,1,6,4,2,6,1,5, , , ,6,2,6,6,6,6, , ,12,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,1300000,0,0,1300000,3,3, ,4, ,13,461,1,2010
6,1,1,1,1,1,1,1,1,2,1,1,6, , , ,6,2,1, , , , , , , , , , , , , , ,3,7,3,1,6,40,0,1,6,4, , , , , , ,6, , , , , , , , , ,1,1,1,1,800000,0,0,0,0,0,0, ,0,0,0,0,800000,1,4,6,2,800000,12,544,1,2010
6,1,1,1,2,2,1,6,1,2,1,1,11,20, ,1,1, ,6,6,6,6, , ,3,2, ,1,5,5,4,1,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,10,523,1,2010
6,1,1,1,3,3,1,6,5,3,1,1,11,4,2, ,6,2,6,6,6,6, , ,7,6,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,2, ,4,502,1,2010
6,14,1,1,1,1,1,1,2,2,1,1,5, , , ,1, ,1, , , , , , , , , , , , , , ,9,5,1, , ,3,0,1,6,4, , , , , , ,1,6,1, ,6, , , , ,0,2,1,6,1,140000,0,0,0,0,0,0, ,0,0,0,0,140000,1,4,10,4,140000,11,451,1,2010
6,14,1,1,2,2,1,6,2,2,1,1,8, , , ,1, ,1, , , , , , , , , , , , , , ,9,8,1, , ,10,0,1,6,4, , , , , , ,6, , , , , , , , , ,1,5,6,6,1380000,0,0,0,0,0,0, ,0,0,0,0,1380000,1,1,67,4,1380000,12,494,1,2010
6,14,1,1,3,3,1,6,2,3,1,1,14,20, ,1,1, ,6,6,6,6, , ,2,2, ,1,5,5,2,2,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,5,534,1,2010
6,14,1,1,4,5,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,714,1,2010
6,14,1,1,5,3,1,6,5,3,1,1,8,20, ,16,6,3,6,1, , , , , , , , , , , , , ,4,5,3,8,44,7,0,8,1,2,1538500,6, , ,6,2,6, , , , , , , , , ,6, , ,6,1538500,0,0,0,0,300000,0, ,0,0,0,0,1838500,1,1,44,4,1538500,7,665,1,2010
6,14,1,1,6,5,1,6,5,3,1,1,9,3,1, ,6,3,6,6,6,6, , ,7,2, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,3,545,1,2010
6,14,1,1,7,5,1,1,5,3,1,1,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,596,1,2010
6,14,1,1,8,5,1,1,5,3,6,1,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,596,1,2010
6,14,1,1,9,5,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1,783,1,2010
6,24,1,1,1,1,1,1,5,3,1,1,7,20, ,2,1, ,1, , , , , , , , , , , , , , ,9,5,1, , ,18,0,1,6,4, , , , , , ,6, , , , , , , , , ,2,10,1,1,1000000,0,0,0,0,0,0, ,0,0,0,0,1000000,1,1,30,1,1000000,8,730,1,2010
6,31,1,1,1,1,1,1,5,1,1,1,9,20, ,1,1, ,6,6,1, ,3,1, ,2, ,1,3,8,1,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,300000,0, ,0,0,0,0,300000,3,3, ,1, ,8,730,1,2010
6,32,1,1,1,1,1,1,1,2,1,1,6,20, ,1,6,3,6,1, , , , , , , , , , , , , ,5,8,3,8,36,15,0,8,1,1,1183446,1,700000,0,6,1,6, , , , , , , , , ,2,3,6,6,1883446,0,0,0,0,0,0, ,0,0,0,0,1883446,1,1,36,4,1883446,9,604,1,2010
6,32,1,1,2,2,1,6,1,2,1,1,6,20, ,1,6,3,1, , , , , , , , , , , , , , ,5,8,1, , ,4,0,6,1,1,960000,1,50000,0,6,1,6, , , , , , , , , ,2,3,6,6,1010000,0,0,0,0,0,0, ,0,0,0,0,1010000,1,5,57,4,1010000,10,523,1,2010
6,32,1,1,3,3,1,6,2,2,1,1,8,20, ,15,1, ,6,6,6,6, , ,16,6,10,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,4,502,1,2010
6,32,1,1,4,6,1,1,2,3,1,1,9,20, ,2,1, ,1, , , , , , , , , , , , , , ,7,5,1, , ,1,0,2,6,2,1000000,1,400000,0,6,2,6, , , , , , , , , ,6, , ,1,1600000,0,0,0,0,0,0, ,0,0,0,0,1600000,1,1,51,4,1600000,4,533,1,2010
6,32,1,1,5,5,1,1,5,3,6,1,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,596,1,2010
6,35,1,1,1,1,1,6,1,3,1,1,11, , , ,6,3,1, , , , , , , , , , , , , , ,7,2,1, , ,30,0,1,6,4, , , , , , ,6, , , , , , , , , ,1,1,6,1,250000,0,0,0,0,0,0, ,0,0,0,200000,450000,1,4,5,2,250000,12,494,1,2010
6,35,1,1,2,2,1,1,1,3,1,1,12, , , ,6,3,1, , , , , , , , , , , , , , ,9,8,1, , ,7,0,1,6,4, , , , , , ,6, , , , , , , , , ,6, , ,6,1200000,0,0,0,0,0,0, ,0,0,0,0,1200000,1,1,82,2,1200000,12,544,1,2010
6,35,1,1,3,3,1,6,5,3,1,1,13,17,2, ,1, ,6,6,1, ,3,1, ,1, ,1,5,5,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,2,2, ,2, ,6,537,1,2010
6,38,1,1,1,1,1,6,5,2,1,1,6, , , ,1, ,6,6,6,6, , ,6,2, ,1,7,2,2,7,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,3,3, ,4, ,13,454,1,2010
6,38,1,1,2,3,1,6,1,2,1,1,9,20, ,15,6,1,1, , , , , , , , , , , , , , ,5,5,1, , ,5,0,3,6,2,780000,6, , ,1,3,6, , , , , , , , , ,1,1,1,6,1152000,0,0,0,0,0,0, ,0,0,0,0,1152000,1,5,65,4,1152000,7,665,1,2010
6,38,1,1,3,6,1,1,1,2,1,1,9,20, ,16,6,1,1, , , , , , , , , , , , , , ,7,8,1, , ,13,0,6,1,1,1183446,6, , ,6,1,1,7,5, ,6,400000,0,0,3,0,1,1,6,1,1283446,400000,0,0,0,0,0, ,0,0,0,0,1683446,1,1,33,4,1683446,8,730,1,2010
6,38,1,1,4,5,1,1,5,2,1,1,11,3,1, ,6,1,1, , , , , , , , , , , , , , ,9,2,1, , ,0,0,2,6,2,0,6, , ,6,3,1,3,8, ,6, , , , ,0,1,1,6,6,0,0,0,0,0,0,0, ,0,0,0,0,0,1,1,34,4,0,4,533,1,2010
6,38,1,1,5,5,1,6,5,2,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,2,621,1,2010
